,ep_num,air_date,summary,ep,religion,business,military,home,relationships,race & education,politics,media,other,sports,law & order,medical,family,holidays,travel
10,11,1996-01-24,A friendship between two young boys that was destroyed through the manipulative acts of one of them.,11,0.05740969343299725,0.0033394642734414968,0.005090833919549373,0.09090171730906937,0.03069914215553449,0.07354682939339452,0.005247329670738427,0.3050739982043243,0.10359510178730696,0.15159683871021445,0.002739283054095146,0.05015856529718998,0.07848458197417547,0.03799113166827699,0.004125489149691624
11,12,1996-01-31,"The animalness of animals, and the irreducible ways in which they are not human.",12,0.016092714373621,0.0012894095475169118,0.0017871361722000105,0.005045483835883549,0.0028884962881440828,0.0016555943516264467,0.001291000250494376,0.0016928223848586012,0.8743821214814647,0.028630506157429552,0.05313285477584958,0.001658539574043687,0.00770858346155543,0.0013080606226937182,0.0014366767226186002
12,13,1996-02-07,The dream of true love and the difficulties with achieving and maintaining that dream.,13,0.005076065946383262,0.0037552463670261216,0.003216087875672118,0.2878001675973674,0.4426756748087843,0.0034027320939834177,0.005165255619716495,0.15582159356194017,0.012875169359495734,0.022920154924441376,0.02921078367421143,0.003999552179430067,0.005777675720334169,0.01314998403434096,0.005153856236873001
13,14,1996-02-21,Stories made from old recordings found in attics and thrift stores.,14,0.01891823496899689,0.05548396961190875,0.025786859635380084,0.008247123512147165,0.03561165549676669,0.013251479408346546,0.0055066071016489325,0.23231385567394397,0.06384186735268536,0.003622044285131255,0.010923550606573329,0.02624730751331003,0.48498305730859237,0.010928750281976369,0.004333637242592221
14,15,1996-02-28,Jack Hitt stumbles onto an epic story of the Old South and changing cultural norms in America.,15,0.01019471577352189,0.009744199499045153,0.0038901860252763504,0.10407346322036584,0.36087616353163965,0.12337433580815398,0.005195162774520459,0.012878059032264366,0.18108387658084124,0.0018075611919701443,0.0073808293795838645,0.03196079623423098,0.11433464702367915,0.0022888879166272596,0.030917116008279785
15,16,1996-03-14,"Politics, the economy, and the big picture.",16,0.0028627747466939057,0.38324087529858086,0.0016730657972175793,0.02650076679304327,0.0022847151769173394,0.04594313344292571,0.24088873040703904,0.10800358731537027,0.09292551653818662,0.007534259969373103,0.056619344401895,0.001886003280552442,0.02146903563645941,0.0053000422946605594,0.0028681489010846536
16,17,1996-03-21,"Our first show as
             
              This American Life.",17,0.02923971266250081,0.05596323218629398,0.010337169566469823,0.004564709939533657,0.05343253225446164,0.079142777797476,0.174202421534809,0.20355904062001598,0.21847302114896205,0.006657378487872792,0.044920030632280686,0.027197289551394763,0.035839642854791603,0.037947838139942444,0.0185232026231947
17,18,1996-03-28,A girl who adored her father tries to figure out what to think after he takes some of her college money and lies to her about it.,18,0.01682592541806678,0.13415709414282773,0.009235681779528564,0.016437171616830303,0.22908004984814295,0.008586907892799377,0.003856910135392133,0.01780310169759394,0.03319170905391974,0.028656455803067145,0.029832143776301216,0.05530478266781631,0.3357025522207128,0.0020682479344404153,0.07926126601256067
18,19,1996-04-12,"Men who had comfortable, decent lives, yet decided to do something wild and eccentric.",19,0.018758708250473523,0.07629104205893293,0.007454537384923744,0.01960430962872447,0.08445376579855217,0.021569697630613702,0.31137116354195427,0.046492544710435235,0.16261029883041841,0.038552246718215624,0.118795922963275,0.0031751598194255334,0.06869707725454334,0.004416614762177327,0.01775691064733459
19,20,1996-04-19,"Stories of admiring someone from afar, and trying to get closer to them.",20,0.005275530191357722,0.00305612776315703,0.0051701556604863185,0.14303485083207962,0.033254559945470316,0.004652377490737684,0.001850300407985039,0.3605985147381871,0.2271560136111665,0.01804734438581826,0.0018743114939686711,0.014574764503633436,0.0218947538751454,0.0018954075097383735,0.1576649875910685
20,21,1996-04-26,"Friends get together to start a business, start a church, do political action together. And after a while, they start fighting and split up.",21,0.5261386680235589,0.009896420231067356,0.04017496923115853,0.0498479612463822,0.0941739758227365,0.09949598619663946,0.04825248175970147,0.0020906929934810642,0.04036914080077463,0.002801049056454716,0.06611019025838702,0.012342856299841703,0.0022428694834644115,0.003194803841521467,0.0028679347548306398
21,22,1996-05-03,Stories of the difficult relationships between parents and their grown children.,22,0.01348221358880924,0.012343147758951557,0.006795471667579059,0.10567684315867724,0.0574864774637372,0.007117035107393045,0.019243550934630805,0.0855300909707096,0.16838404940114568,0.012572621573195462,0.00215987093179285,0.011615074827939343,0.44340384979816255,0.026448812529004734,0.027740890288271633
22,23,1996-05-10,Stories of the people who fall for a life in the theater.,23,0.029733585204373053,0.022562260961867406,0.001900777441240778,0.24528610681459173,0.02372153476864043,0.04662446755360713,0.006137933303174024,0.3342316815465885,0.08640950955694959,0.047131082933634966,0.00961035205935324,0.013323965057316586,0.05067598695964423,0.0179902277223766,0.06466052811664172
23,24,1996-05-24,Girls who have to figure out how they're going to act when the ground rules are constantly shifting.,24,0.04665803107484024,0.0018346922362899195,0.00676094861437386,0.8272018642913266,0.023211084234430523,0.0034892808791929233,0.0024161661603963424,0.027218716523645506,0.028832409226548547,0.009104478220114232,0.008159474842587697,0.0015180369795572773,0.0025544049442219083,0.005406901113676182,0.00563351065879839
24,25,1996-06-07,The Chicago Bulls and their grip on Chicagoans' hearts and lives during the NBA playoffs.,25,0.019241519090493202,0.07605483243300083,0.0033121017753487683,0.1413351702859963,0.028409344664858546,0.009259465446106268,0.002212689022536185,0.1077906638087231,0.10277048397182569,0.4106162000993818,0.02540544034880725,0.013053143841465874,0.0410059614552065,0.011346805283287955,0.008186178472961823
25,26,1996-06-14,"Ira's own father, Barry Glass, co-hosts this special Father's Day show.",26,0.0020222740589835443,0.001671116556238467,0.02371624631101921,0.08561062587034908,0.0019836714550983256,0.003994102675551278,0.004910953788527822,0.18003683930086523,0.16582458579247716,0.029789753540756234,0.0014678473694447285,0.0016122248808395246,0.43761196918131934,0.023722282533307538,0.03602550668522266
26,27,1996-06-21,A story of youthful backstabbing by David Sedaris.,27,0.037424558475512924,0.0035104033776531232,0.008889283572394305,0.41122706127929937,0.012826731592398206,0.14790952105846386,0.011762310594587079,0.011663422358581395,0.14879655981144782,0.030864232736522612,0.021205062960152295,0.03459147492131881,0.030453276942116962,0.00545821048182024,0.08341788983773106
27,28,1996-07-12,David Sedaris recalls the days when his mother and sister played armchair detective.,28,0.006232557188622286,0.07065074146367807,0.04868324139763685,0.42408817498562784,0.042406561070916386,0.0022689580401819044,0.001780858943342409,0.022671566040714925,0.1325143935607159,0.0036139908894429282,0.11381229113248505,0.012176688652426531,0.1097724289403427,0.002876870704981748,0.00645067698888463
28,29,1996-07-19,Unusual perspectives on the presumptive Republican nominee.,29,0.00211706323180721,0.00291052816800356,0.04815624218473402,0.0835221172043875,0.002762335784850191,0.006665399653388121,0.40079508226744853,0.11767048334958957,0.26358377578118575,0.011371188243160697,0.01754398385020534,0.0037538719184362565,0.002479863671928667,0.01710520843396671,0.01956285625690788
29,30,1996-07-26,What happens when a little idea starts to control you.,30,0.056061467924641034,0.006062308644438647,0.0020282055345010033,0.3454981399920355,0.0222027316004361,0.014812268091536976,0.0020086878901071172,0.03878256653100001,0.2613772438930994,0.02505631718632208,0.006723665368566889,0.21266164290302017,0.002427345084521615,0.0018513036184381962,0.0024461057373352324
30,31,1996-08-09,Stories of people whose lives are transformed by music.,31,0.014295644241230783,0.04680609030655883,0.0026161402968265367,0.011276367420362617,0.018782651370729316,0.019881560185480294,0.002420419428797393,0.634599623734079,0.12459172517935532,0.03237565145168802,0.004800655635721094,0.0029174272828870066,0.0741906626702347,0.004807682591168896,0.00563769820488002
31,32,1996-08-16,Unusual stories about day-to-day life at the Republican Convention.,32,0.0036457663336452516,0.0024236868478643594,0.032319459280934264,0.09781512272375528,0.05841598867472439,0.0018193045991178765,0.6522481509138763,0.0022444522499245785,0.08188721609054297,0.006748696970115438,0.0033231050370104783,0.0021202211515424607,0.018838466407258808,0.004548307845285779,0.03160205487440197
32,33,1996-08-23,Ira Glass spends a night at one of the most boisterous hot dog stands in the nation: Chicago's Wiener Circle.,33,0.009569280034375764,0.20235858092903672,0.0023742668237490185,0.25267956200364744,0.009120508006060195,0.022761828613054,0.06332999263843618,0.024788990080064226,0.38384973483888013,0.004687283381492955,0.005525674963991534,0.0022576724814592033,0.00133412322197645,0.003359811055219966,0.012002690928555894
33,34,1996-08-30,Unusual stories from the 1996 Democratic Convention in Chicago.,34,0.0021125607140933243,0.022951952399143136,0.06715744430096646,0.13678885708742652,0.027075595788069656,0.05307274716455461,0.43081750188618245,0.0873835734249553,0.10692536987127091,0.016881767576774058,0.011903468016779835,0.012603357801544595,0.0030295246553195486,0.0021886130342779887,0.019107666278641265
34,35,1996-09-06,"Stories that haven't fit into any of our regular ""theme"" shows.",35,0.12524280149739625,0.007813517238879382,0.001454307552732489,0.3931025082925658,0.03324086425365546,0.010872674970254839,0.0017750377072492819,0.018878746187189713,0.2273081125684197,0.034795919647266256,0.019814569616495165,0.0048709393387443255,0.033860338505077255,0.007182422658576331,0.07978723996549776
35,36,1996-09-20,"We took out advertisements in Chicago inviting people to share letters they've received, sent, or found.",36,0.0024318482823490395,0.05319574852356571,0.03516753832595932,0.00956388647187824,0.4309403505352271,0.020532289000140987,0.01835210526578168,0.2414398075679244,0.0645629333253468,0.024265102456373148,0.03629027458967477,0.010531994530925227,0.009402437436051923,0.039390646228886585,0.003933037459915137
36,37,1996-09-27,"Scott Carrier got a job interviewing schizophrenics. After awhile, he began to wonder if he was a schizophrenic himself.",37,0.12563969684537116,0.0151023486817844,0.10444831832012025,0.2771290959131492,0.043049028150788884,0.02268638039557009,0.0055464807411723235,0.0500468048085066,0.0065282942104147364,0.00529055655763137,0.06286160238888963,0.14216316054191605,0.023108624799729496,0.003180399810449087,0.11321920783450662
37,38,1996-10-11,"Civil War reenactments, wax museums, simulated coal mines, fake ethnic restaurants, an ersatz Medieval castle, and other re-created worlds that thrive all across America.",38,0.06017770986171427,0.06070408872282694,0.07931610262859454,0.007650301233612009,0.011058277377603022,0.03174524300783003,0.03740932022557169,0.10801910092304602,0.5233092341652441,0.004533304783941002,0.028709131199574828,0.0028978470220385544,0.001718535428059985,0.003906784080056725,0.03884501934028617
38,39,1996-10-25,"Stories of things that are supposed to be scary, but aren't.",39,0.041551583302233124,0.0031336251676130264,0.02626692557315116,0.44166870945211717,0.11333849304841342,0.03851279557835991,0.0016561508922759967,0.180713902888016,0.10500188951835417,0.0027245924328312696,0.002026005748757,0.03392987346895623,0.004615845171970187,0.0017431162090964043,0.003116491547854851
39,40,1996-11-01,Spalding Gray on finding the zen of skiing.,40,0.03844056860874101,0.0034042503105192893,0.08067158941568564,0.3568256094640575,0.0662582056723711,0.05647595080591589,0.002158697961230038,0.0564981848272366,0.21664707722277032,0.015152178506061894,0.006862594089958832,0.002337834528629892,0.03206245789028137,0.006489313529720518,0.05971548716681996
40,41,1996-11-08,Stories of the election you can't hear anywhere else.,41,0.002203056330683485,0.02504521080062585,0.032073993694305414,0.06171410463237533,0.023666873755387525,0.038310701858273025,0.5476551555661245,0.1083853053511667,0.09421381026537785,0.004742595067726887,0.009422813082995264,0.013620231234272516,0.00834850437013751,0.0028219084400555624,0.027775735550492536
41,42,1996-11-15,Trying to forget the past and move on.,42,0.009068448718538544,0.006179175487873209,0.014533451233146682,0.29668513407772956,0.040942491166418134,0.023380353302275208,0.0024704881157891633,0.1266853221946462,0.12837841469148079,0.05975923215502441,0.006703504108946611,0.04790378869180583,0.11172302025674635,0.017765340755288777,0.10782183504429056
42,43,1996-11-22,People who made a deal with the devil.,43,0.283011178216838,0.0519760142778476,0.022957092454092914,0.23400259479951896,0.004215856873182805,0.09901749832874517,0.00928524382769385,0.18521067475401437,0.038826051997884255,0.00354940788848528,0.003111297368861479,0.0035072215413313556,0.03432511518775541,0.00990722091233506,0.01709753157141371
43,44,1996-11-29,"Stories about turkeys, chickens, ducks, and fowl of all kinds.",44,0.002585453316238251,0.028591265236088386,0.0216028667738495,0.1685583004500071,0.008833163052797098,0.022349849418867748,0.0021690932190196787,0.16692220839666436,0.3727022396164156,0.004118017255271476,0.08326588854706571,0.05655609871533415,0.00850398972040094,0.04104563810856658,0.012195928173413362
44,45,1996-12-06,People struggling at the fringes of our nation's infotainment industry.,45,0.0026245499588332826,0.11278085450451503,0.015257702995100646,0.18773234745290196,0.021487315412722627,0.02705798189105107,0.0015511815557648384,0.34267879534593326,0.09226590351726323,0.052073466371009035,0.0022973755747308713,0.001948616475432822,0.035016848114875494,0.0018519524472705839,0.1033751083825953
45,46,1996-12-13,"A family where the father was one kind of sissy and the son was another kind, and how the family was destroyed despite the fact that no one wanted it to be.",46,0.007478011554056007,0.002310073330069707,0.02512185854612883,0.2050821157225105,0.5229424983226383,0.07030092554606694,0.0025596461238384877,0.021372822644393254,0.016740518878103124,0.0188770375914739,0.0014223677715170192,0.028249095861175445,0.07001041279633533,0.005349690188292384,0.002182925123400839
46,47,1996-12-20,"The intersection of Christmas and retail, including David Sedaris's ""Santaland Diaries.""",47,0.0025164630037937024,0.003693328035656736,0.0035261052339765867,0.11575460481911753,0.002064358281646633,0.012054488940409332,0.002369452935035851,0.11194681877138854,0.1266520686187499,0.013459467835860505,0.004854758486792037,0.025519813256430008,0.020858790878397114,0.5516965833886348,0.0030328975141108196
47,48,1997-01-03,A portrait of Americans at the International Tribunal.,48,0.05474043120682202,0.003901667613585062,0.28150116309108286,0.019555963185934614,0.002226844932853987,0.11642691054385859,0.014782159037925485,0.016528534956205994,0.003992166478319679,0.014436716751602597,0.34232637498366153,0.010802880477282522,0.11138284099115701,0.0015089595367870157,0.005886386212920793
48,49,1997-01-10,"Stories about the animalness of animals, the irreducible ways in which they are not human.",49,0.013018267918474925,0.0012439885281315733,0.0019826010520441408,0.0044754152759651535,0.0027007630914681288,0.0015708580110430997,0.0012296067520882533,0.0016139065577933504,0.8744999057289022,0.035068123309561945,0.05058303357248203,0.0015951980838168158,0.007735752507458511,0.0012668732498729986,0.0014157063608968897
49,50,1997-01-17,"A man decides to live as if he'll die in six months. That, and other stories of starting life over.",50,0.13482940936487778,0.016112492944878324,0.03298714419726861,0.39650943676394806,0.04861381170795566,0.017023376369363224,0.0018454212335355376,0.09332865678242348,0.062254626659639434,0.004166323342422328,0.001758896015901905,0.05834519410845355,0.06850254358677421,0.03883321798900163,0.02488944893355625
50,51,1997-01-24,Stories of people who handle dead animals. (Don't worry—it's not as gross as it sounds.) Featuring a story by George Saunders.,51,0.0040595873602235315,0.024617285360318108,0.020846631300824744,0.2596397018519328,0.01781649641572465,0.004398295538903168,0.009571835127188764,0.00391152020090232,0.5397067253988088,0.009633082379211256,0.020817587743180026,0.04969281245169754,0.006335141834254458,0.020299202317889193,0.008654094718940629
51,52,1997-01-31,Stories about the border between mental health and mental illness.,52,0.0021027013467154174,0.0051223547707175705,0.0038075820111574785,0.6304337763091781,0.011167025295743264,0.038115768003762034,0.0060738440656285956,0.07580638017817322,0.004885557277643482,0.0027046902446639207,0.012382367497285987,0.19867172840847405,0.003261012584273258,0.0023928458473334775,0.003072366159250027
52,53,1997-02-07,Stories about our parents falling in love.,53,0.0019610346618658147,0.0034420810189533155,0.005550052759214037,0.1822844352665549,0.09320458821791384,0.01055497943172084,0.004769299604973874,0.010088684749648847,0.1543062605853012,0.0019686969725733073,0.0020343564438272095,0.0019116888832844084,0.5065928817994007,0.01757166824852309,0.003759291356244667
53,54,1997-02-21,"Stories, tributes, and attempts to understand the Chairman of the Board.",54,0.00571096381856214,0.012229630926754073,0.0037768290615055747,0.12399786691051957,0.026422169776686898,0.0144195206317833,0.021650481980294886,0.3995700289008816,0.3669523108689105,0.008702112165391893,0.0016323889755454593,0.0032970227673978546,0.002245760344254312,0.006735021711414574,0.002657891160097478
54,55,1997-02-28,Radio producer Sandy Tolan was supposed to do a documentary about strippers with an aspiring writer—and stripper—named Susan. But then Susan disappeared.,55,0.006223298778231403,0.05429605462338717,0.056480141501948876,0.36605160819634613,0.12052954960096114,0.003625911786147292,0.003668746613457317,0.10808013327430968,0.14248940997909879,0.02211816675264105,0.0028574766266009914,0.06080584969163924,0.026708847158528302,0.023267089640548414,0.0027977157761541523
55,56,1997-03-07,Name changes are particularly American stories: they're the dream of starting over with a clean slate.,56,0.002067807796003574,0.016249801768934945,0.0018694397482493532,0.16090297423437905,0.08323077620852004,0.03465104087253678,0.027082134897182572,0.3181610167962147,0.18530670682264402,0.0032973004536779637,0.06834615914060554,0.01997497149209452,0.006339010949311832,0.027248854354298722,0.04527200446534624
56,57,1997-03-14,"Stories about the delivery business and the people in it: UPS men, bike messengers, FedEx dispatchers.",57,0.003141074718434878,0.1894665768488889,0.03311533542435388,0.30223104432955344,0.0690145810161703,0.0022905402284609626,0.0339783671748098,0.004084723122289477,0.08452099777114495,0.04286709315398529,0.005584756116292939,0.012729577493749929,0.0025310650242016224,0.0015020499853080603,0.21294221759235557
57,58,1997-04-04,"The claustrophobia, freedom, and yearning people feel in small towns.",58,0.09208323930170013,0.011391179359807399,0.0035895619671086833,0.29271174382622633,0.024577916965022664,0.04284805293265699,0.009836846738619164,0.13313170901239008,0.0025822421398050337,0.05368004693334014,0.005347189760338466,0.0034925880240103866,0.11875906833856657,0.006830085706157073,0.19913852899425075
58,59,1997-04-11,"Stories about people who are not afraid of fire, though perhaps they should be.",59,0.013123202219605012,0.08077786493917037,0.06025365001300079,0.3104275539872039,0.017655063065628435,0.00381095496697356,0.005042544719554007,0.004883739766123045,0.09316096086598012,0.021586161478174517,0.025894314034562164,0.0864096078587539,0.0017705866566565048,0.0018438445173760661,0.27335995091123755
59,60,1997-04-18,"Stories of people for whom death is a job—undertakers, homicide detectives, slaughterhouse workers, and others.",60,0.0022458933015901653,0.03309145785430313,0.09564037992341204,0.30661469825967064,0.0034907552686346335,0.0043165898308473215,0.009878753875190433,0.0023990869995062316,0.2598962555708266,0.007531083117463871,0.011235543559074175,0.09300954602927801,0.11996212188926074,0.006860270117405374,0.043827564403536454
60,61,1997-04-25,Stories of when things go wrong. Really wrong.,61,0.010599263192060896,0.03286623780997331,0.048624105923655625,0.05305339977285792,0.49253387233879,0.00805036010813553,0.007738689007153626,0.0825872362801204,0.1780038809375235,0.014646655505771254,0.025439391276470765,0.004268145962038221,0.002512892569992193,0.0024847787980546506,0.03659109051740204
61,62,1997-05-02,Twenty-four people put one hand on a Hardbody pickup truck and wait...until only one person is left standing. Plus other stories of people trying to get rich quick.,62,0.007227213082434232,0.08823442485799426,0.0015066004097682272,0.22692000214931807,0.004589443652788439,0.007682109554973894,0.0029232266279059214,0.021157181312451343,0.22391188732437015,0.0981751146680998,0.0014919135034042405,0.06565977531655738,0.19864634043131882,0.021337839387516277,0.030536927721098877
62,63,1997-05-09,"A man tries to run for President as a utopian nudist, and other stories of people whose lives are organized around one thing.",63,0.09324478314019354,0.006928257646583935,0.0847305268409425,0.10919705491320597,0.05653018204958749,0.04579468240104752,0.09212758064261678,0.014839136812972564,0.30976915906930774,0.045293455192473873,0.04803780651451766,0.03637122766115748,0.036253988062380456,0.0067985454676403705,0.014083613585372159
63,64,1997-05-23,"We want summer to be this wonderful break, but so often it fails to deliver.",64,0.020382109598083977,0.009011286213294294,0.0015622065095875865,0.4623634099535384,0.018513757523870075,0.017537339968720773,0.001475335169286824,0.0021812025588864997,0.08981453821060738,0.009931181054906174,0.0015463028232628663,0.016347642354109872,0.05198322037609899,0.007149919082965532,0.2902005486027806
64,65,1997-05-30,Canadians claim they're no different from red-blooded Americans. We put their position to the test.,65,0.019772349038242445,0.002447645050736828,0.010055505256469198,0.005370720052092099,0.04664946490258044,0.006297174571960118,0.2700656723765162,0.3211290337416257,0.22288205193873253,0.044583728736672094,0.0039031420920843285,0.004079032265506179,0.02181721055270545,0.009540696698162257,0.011406572725914112
65,66,1997-06-06,"Listeners sent us samples of what they're finding on the internet, including postings from Usenet groups, favorite web pages, and their own email.",66,0.003781928711113508,0.007930687786929482,0.002688642134831238,0.003397000648348349,0.6282133666727668,0.009958777697291194,0.0038758021659013276,0.22493102815213623,0.009895391479946038,0.06725993537612496,0.004797528248214289,0.0025815210802952906,0.021927460199622745,0.005485723697050367,0.0032752059494281006
66,67,1997-06-27,An interracial couple takes a plantation tour. And other stories in which someone's dream is someone else's nightmare.,67,0.017058336499201035,0.0032918808896875073,0.002337277977066119,0.30217185127123963,0.0038356134112099965,0.034422696535992836,0.0029998316423420638,0.16242742842464244,0.18527435682022753,0.07078687071298399,0.0014994017217304337,0.0018250441566995347,0.09728235187179358,0.009595485512397488,0.10519157255278588
67,68,1997-07-04,"We look at the legacy of the most moving, poetic inaugural speech in American history.",68,0.1085618041305984,0.010387491888935535,0.005552937840443602,0.0030101302515831603,0.0032968899068390517,0.493013356951003,0.152161520840338,0.0038111501130137894,0.05500152096411317,0.05190798841836026,0.015468635570362299,0.0025676894508238606,0.042267193603644435,0.012485657892633341,0.040506032177308304
68,69,1997-07-18,"Parents moving the family to some new place, hoping it works out for the kids.",69,0.04864279636610289,0.01392573045957603,0.0017724525289246637,0.08886210951391466,0.003461774786212141,0.012987121632186,0.0014131757314263839,0.003259219252368505,0.34480098654369373,0.005860829853819853,0.0015113955609497227,0.002045645554663034,0.26816492363194594,0.006014398497484222,0.19727744008673234
69,70,1997-07-25,"Four stories of people who read other people's mail, and what happens to them once they get caught up in these other lives.",70,0.005521402923967461,0.07807776813230265,0.00893335351818054,0.1544974254500729,0.5104749182804641,0.015669888943909742,0.0018857846253520017,0.008261649478180097,0.06935701137717898,0.021777474265093494,0.04806405212683439,0.013496497469817726,0.012261542931753607,0.04378785198293405,0.007933378493958037
70,71,1997-08-01,A man goes on a last big trip with his father who has Alzheimer's.,71,0.009927310885076809,0.003938928845882801,0.0019023405514951872,0.16347655084744342,0.06613892698675364,0.017510235821874387,0.0021200023781894096,0.1233029429761777,0.2187199183897702,0.010229424986981851,0.006986764656473929,0.0439371111787367,0.3071583766268026,0.018771995370513696,0.005879169497827779
71,72,1997-08-08,"The story of two Americans—one white, one black—who go to South Africa and have very different opinions about what they find.",72,0.010248339671810413,0.004691342458185009,0.025859100055017493,0.18587115302599744,0.003435736175632282,0.4017704304471296,0.05242630643135146,0.029851900114661406,0.04600586241968618,0.01008540424356208,0.05186458863334137,0.01713591411468599,0.015706955152446113,0.0019872205109847567,0.14305974654550835
72,73,1997-08-22,"Mona LisaThe darker side of the art world: petty jealousies, competitiveness, failure.",73,0.002590053572335661,0.0422321539147975,0.00910822586167874,0.038649906553189006,0.014117249374064516,0.03117820869800838,0.006025936830785615,0.2590452267341095,0.4146355320497923,0.040121436820230956,0.0024540552888240685,0.014198931613688884,0.10731883237534111,0.0020326632573315737,0.016291587055822093
73,74,1997-08-29,"What happens when people with a common interest gather in fluorescent-lit halls? Sometimes they drive each other crazy, sometimes they fall in love.",74,0.021022288174701392,0.10689596477862963,0.0019433430581756765,0.21283491877900473,0.054435648048476115,0.02313316128941301,0.043869109994622506,0.2631457427392061,0.17198777286647698,0.003371878537734745,0.001780569245324163,0.009690162215630318,0.0016681141001691638,0.006555914619222605,0.07766541155321294
74,75,1997-09-12,"A locksmith tells the story of an act of kindness he committed, hoping for a small reward. That, and other stories of kindness in New York City.",75,0.005339255542661397,0.005986774959182151,0.04264753563237562,0.5057954664935724,0.005389040485493215,0.08867817016332424,0.010824653366577978,0.23158534881671422,0.005380409816247127,0.0027806424155819797,0.013358917482258216,0.01018940620432742,0.002820634586824761,0.0017862453484921057,0.0674374986863671
75,76,1997-09-19,"The mob as portrayed in movies, and as it is in real life. And its hold over us.",76,0.018448494196672393,0.023751934940277827,0.07912795224575757,0.26736444299182377,0.024119014290228124,0.03053482895334991,0.0014181414423383972,0.11802520448690726,0.1728903626174683,0.020662074993607248,0.032621848404049934,0.001431245584523563,0.1220065281115436,0.023328921537128303,0.06426900520432358
76,77,1997-09-26,Can the secular world and the religious world understand each other?,77,0.7028936024482001,0.03526653396224143,0.003929900562290345,0.04451833833239229,0.05777757953493149,0.010243590844399133,0.009916987538545618,0.00872165871089385,0.0037326958112051146,0.024280031208036106,0.01642794930861014,0.0028662868527966775,0.018221558946064843,0.0030537646122171416,0.058149521327175456
